,Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level,Sleep_Hours_per_Night
152,S1152,Ali,Davis,student152@university.com,Male,23,Business,57.73,52.68,85.27,94.24,79.71,3.02,98.54,74.893,C,23.3,No,Yes,PhD,Low,5,6.1
153,S1153,John,Jones,student153@university.com,Female,22,Engineering,74.08,84.71,90.41,52.12,68.44,6.31,72.44,77.973,B,8.5,Yes,Yes,None,Medium,8,7.9
154,S1154,Ahmed,Brown,student154@university.com,Male,20,CS,76.46,78.78,98.75,60.62,58.68,9.89,98.44,83.3545,B,21.7,No,Yes,None,Low,6,6.8
155,S1155,Sara,Smith,student155@university.com,Male,21,CS,74.88505488474205,95.4,44.44,84.66,82.65,0.41,65.54,63.9755,D,24.4,No,Yes,None,Medium,8,7.2
156,S1156,Omar,Jones,student156@university.com,Female,24,Engineering,53.66,50.14,53.0,91.29,59.65,1.69,84.13,56.968500000000006,D,13.4,No,Yes,High School,High,7,8.6
157,S1157,Sara,Brown,student157@university.com,Female,20,Business,79.99,85.08,85.4,90.37,70.87,1.79,53.75,75.1875,B,29.3,No,Yes,Bachelor's,Low,1,4.3
158,S1158,Ali,Williams,student158@university.com,Male,21,Engineering,76.32,45.02,72.44,89.25,91.29,4.47,57.25,62.633500000000005,D,21.0,Yes,Yes,High School,High,10,5.3
159,S1159,Maria,Smith,student159@university.com,Male,24,Engineering,75.81,73.92,59.66,56.49,56.46,0.41,93.23,64.8195,D,7.4,Yes,Yes,Bachelor's,Low,8,8.5
160,S1160,Omar,Smith,student160@university.com,Male,24,CS,93.66,73.11,52.34,69.86,56.45,4.78,94.69,62.79400000000001,D,29.2,No,Yes,High School,Medium,1,8.0
161,S1161,Ali,Williams,student161@university.com,Male,23,Engineering,60.28,63.3,56.83,99.24,61.22,9.29,76.63,61.599999999999994,D,23.6,No,Yes,unknown,Low,5,4.9
162,S1162,Liam,Williams,student162@university.com,Female,20,CS,52.04,90.67,65.76,99.44,77.6,0.12,66.99,71.758,C,22.4,Yes,Yes,PhD,Low,3,4.8
163,S1163,Maria,Smith,student163@university.com,Female,22,Business,83.61,40.26,50.63,75.12164785553047,62.59,3.65,72.55,51.397082392776525,E,11.3,No,Yes,Bachelor's,Medium,7,8.1
164,S1164,Sara,Williams,student164@university.com,Male,22,Mathematics,75.68118451025057,71.21,97.85,85.46,75.16,7.61,93.48,83.134,B,16.8,No,Yes,Bachelor's,Medium,5,6.8
165,S1165,Ali,Johnson,student165@university.com,Male,18,Engineering,50.88,53.03,46.46,97.56,65.1,1.54,60.55,52.388999999999996,E,27.5,No,Yes,Bachelor's,Medium,2,8.3
166,S1166,Liam,Brown,student166@university.com,Male,21,CS,62.57,84.61,99.13,72.5,75.31,0.78,64.74,81.7105,B,12.7,No,Yes,Master's,Low,1,8.6
167,S1167,Omar,Brown,student167@university.com,Female,18,CS,65.47,42.58,90.51,56.84,63.88,6.31,89.27,69.785,C,15.6,Yes,Yes,None,Medium,10,4.3
168,S1168,Omar,Brown,student168@university.com,Male,19,Engineering,80.84,89.89,65.39,83.45,99.0,0.1,96.76,77.22,B,11.4,Yes,Yes,Master's,Low,6,8.8
169,S1169,Emma,Johnson,student169@university.com,Male,22,Engineering,58.63,90.29,84.39,98.01,74.64,8.02,54.65,77.2915,B,10.4,No,Yes,unknown,Low,6,7.6
170,S1170,Liam,Williams,student170@university.com,Female,21,Business,70.65,89.97,80.29,84.86,87.18,0.67,90.19,81.13150000000002,B,6.1,No,Yes,unknown,Medium,8,8.2
171,S1171,Ahmed,Jones,student171@university.com,Female,23,CS,74.12,49.15,52.8,90.17,85.03,5.24,82.25,59.0185,D,23.4,No,Yes,PhD,High,9,7.2
172,S1172,John,Williams,student172@university.com,Male,18,Business,72.96,77.82,60.34,75.12164785553047,74.53,7.4,61.54,64.40108239277652,D,7.3,No,Yes,Bachelor's,Medium,2,5.5
173,S1173,Maria,Smith,student173@university.com,Male,23,Engineering,98.7,40.86,70.79,54.82,61.94,2.42,87.79,60.7555,D,18.3,No,Yes,unknown,Low,5,7.0
174,S1174,Liam,Davis,student174@university.com,Female,23,CS,74.88505488474205,90.88,78.27,58.44,75.54,1.04,86.4,77.51599999999999,B,6.2,Yes,Yes,Bachelor's,High,5,6.6
175,S1175,Emma,Brown,student175@university.com,Male,23,Engineering,97.55,83.38,72.57,99.13,84.05,1.76,57.1,71.88749999999999,C,29.6,Yes,Yes,Master's,Low,10,8.7
176,S1176,John,Williams,student176@university.com,Male,18,CS,79.1,71.87,68.38,74.66,73.0,8.55,75.11,68.0465,C,22.7,Yes,Yes,None,Medium,8,6.8
177,S1177,John,Jones,student177@university.com,Female,19,Engineering,89.79,83.84,66.59,50.6,54.1,7.06,87.91,69.0755,C,20.8,No,Yes,unknown,Low,9,4.1
178,S1178,Ali,Smith,student178@university.com,Female,24,Business,71.52,45.66,69.9,97.77,50.9,1.98,59.58,58.3895,D,9.7,No,No,Master's,Medium,5,7.4
179,S1179,John,Johnson,student179@university.com,Female,24,Engineering,72.69,71.72,66.06,74.89,66.39,7.16,73.14,66.0665,C,18.2,No,Yes,unknown,Low,5,4.3
180,S1180,Ahmed,Johnson,student180@university.com,Male,18,Business,93.97,57.48,72.48,91.81,57.51,7.09,56.04,62.464000000000006,D,17.6,Yes,Yes,PhD,Medium,3,8.7
181,S1181,Omar,Jones,student181@university.com,Female,24,Engineering,94.8,98.36,93.28,77.42,95.31,9.98,65.34,85.60400000000001,A,14.0,No,No,None,Medium,6,6.4
182,S1182,Emma,Smith,student182@university.com,Female,20,CS,61.93,91.43,77.97,55.09,58.79,3.92,60.9,72.01,C,8.9,Yes,No,PhD,High,7,8.8
183,S1183,John,Brown,student183@university.com,Male,24,Engineering,59.96,84.0,83.36,80.78,69.71,8.65,75.25,77.07400000000001,B,14.2,No,Yes,Bachelor's,Low,3,4.1
184,S1184,Ali,Williams,student184@university.com,Male,22,Engineering,74.81,96.02,75.85,74.16572280178838,85.6,4.46,57.06,75.39528614008942,B,20.2,No,Yes,Master's,Low,2,6.7
185,S1185,Ahmed,Smith,student185@university.com,Female,18,CS,95.01,60.81,78.58,51.74,90.77,8.98,69.16,69.1215,C,17.2,Yes,No,unknown,Low,2,5.1
186,S1186,Sara,Johnson,student186@university.com,Female,24,CS,66.12,94.05,74.7,92.09,73.89,0.92,63.76,74.99600000000001,C,19.3,No,Yes,None,High,9,7.2
187,S1187,Omar,Jones,student187@university.com,Male,18,Engineering,82.6,59.51,41.61,61.77,59.06,1.75,87.3,53.698499999999996,E,19.3,No,No,None,High,6,6.5
188,S1188,Omar,Jones,student188@university.com,Male,19,CS,85.41,83.97,99.98,69.69,63.54,8.5,84.98,83.995,B,11.1,No,No,Master's,Low,2,6.8
189,S1189,Emma,Williams,student189@university.com,Female,20,CS,88.93,84.19,42.02,68.64,70.95,8.19,54.75,57.00450000000001,D,7.8,Yes,No,High School,Low,5,5.8
190,S1190,Omar,Jones,student190@university.com,Female,18,Engineering,78.2,41.1,63.71,74.16572280178838,68.23,3.05,97.67,61.09328614008942,D,18.0,Yes,No,Master's,Medium,7,4.3
191,S1191,John,Jones,student191@university.com,Male,22,CS,70.12,61.66,46.31,75.22,67.43,5.97,87.23,57.826,D,27.3,No,Yes,unknown,Medium,1,4.5
192,S1192,Ali,Smith,student192@university.com,Female,24,Mathematics,98.35,41.17,45.82,72.36,56.59,3.83,80.8,50.209,E,29.9,Yes,Yes,unknown,Low,8,8.3
193,S1193,Omar,Brown,student193@university.com,Male,22,CS,80.57,99.83,87.61,75.26977360574269,95.67,0.1,73.89,84.42048868028715,B,24.6,No,Yes,unknown,Medium,6,7.5
194,S1194,Omar,Williams,student194@university.com,Female,24,Business,86.43,47.33,65.56,52.45,51.49,0.26,58.9,54.676,E,10.5,No,Yes,Master's,Low,1,7.8
195,S1195,Sara,Smith,student195@university.com,Male,18,Engineering,67.25,72.57,88.07,54.32,72.0,0.54,98.1,78.02850000000001,B,20.8,No,Yes,PhD,Low,8,4.6
196,S1196,Sara,Brown,student196@university.com,Male,23,Business,83.5,87.43,56.37,51.08,99.02,5.94,50.39,64.71700000000001,D,11.0,No,Yes,None,Medium,5,4.2
197,S1197,Maria,Smith,student197@university.com,Female,24,CS,62.89,52.08,55.39,84.4,82.99,2.79,84.62,60.5275,D,19.4,No,Yes,Master's,High,7,4.1
198,S1198,Ahmed,Davis,student198@university.com,Female,23,Mathematics,62.25,69.1,55.07,76.28,67.77,1.44,75.37,61.2715,D,17.0,No,Yes,High School,High,10,6.6
199,S1199,John,Smith,student199@university.com,Male,20,Engineering,85.74,76.45,76.97,93.8,57.3,9.41,95.13,75.0605,B,14.5,Yes,Yes,Bachelor's,Medium,4,6.5
200,S1200,Omar,Jones,student200@university.com,Female,22,Business,76.07,49.61,88.9,74.93,98.19,1.21,69.03,71.943,C,21.0,Yes,Yes,PhD,High,2,4.6
201,S1201,Liam,Brown,student201@university.com,Female,23,CS,84.16,86.71,67.14,61.09,50.7,6.74,75.93,68.3845,C,26.4,No,Yes,PhD,Low,8,5.7
202,S1202,Omar,Williams,student202@university.com,Female,22,CS,63.47,57.96,62.75,90.26,84.07,8.94,87.12,66.025,C,13.4,No,Yes,Master's,Low,4,6.7
203,S1203,Ali,Williams,student203@university.com,Male,24,Engineering,79.94,52.66,98.41,64.72,94.01,1.64,52.38,73.105,C,17.2,No,Yes,Bachelor's,Low,8,7.4
204,S1204,Maria,Brown,student204@university.com,Female,24,CS,72.2,73.5,47.01,96.78,51.26,2.15,52.72,55.159499999999994,D,16.4,No,Yes,Bachelor's,Low,9,8.0
205,S1205,Ahmed,Jones,student205@university.com,Female,20,Engineering,79.85,64.62,69.2,62.52,86.26,5.74,60.58,64.96100000000001,D,11.2,No,Yes,None,Medium,4,7.2
206,S1206,Liam,Johnson,student206@university.com,Male,24,CS,64.54,95.22,64.51,58.39,99.94,5.08,57.32,71.3745,C,15.5,No,Yes,Master's,Low,8,4.2
207,S1207,Maria,Smith,student207@university.com,Female,20,Engineering,85.77,92.8,45.89,74.67,81.98,5.21,50.32,61.296,D,5.5,No,Yes,PhD,Medium,4,6.9
208,S1208,Emma,Jones,student208@university.com,Female,23,Mathematics,90.3,69.0,56.09,52.53,70.73,5.55,81.15,61.83550000000001,D,17.9,No,Yes,unknown,Medium,8,4.4
209,S1209,Ahmed,Davis,student209@university.com,Male,24,Engineering,63.0,61.56,41.71,51.82,93.72,9.5,89.8,57.982,D,23.0,Yes,Yes,PhD,High,1,6.8
210,S1210,Omar,Brown,student210@university.com,Male,18,Business,65.03,59.53,92.62,74.8,77.71,0.54,97.86,78.14750000000001,B,14.2,No,Yes,None,Medium,2,5.9
211,S1211,Omar,Smith,student211@university.com,Female,21,Engineering,83.06,56.05,76.47,60.76,87.47,7.6,72.05,67.57300000000001,C,23.7,Yes,Yes,Master's,Low,10,5.4
212,S1212,Ahmed,Williams,student212@university.com,Female,19,Engineering,76.1496214988645,72.67,88.9,50.47,79.39,2.33,63.99,73.905,C,23.8,No,No,None,Medium,3,6.4
213,S1213,Omar,Johnson,student213@university.com,Male,21,Mathematics,85.2,88.3,71.29,64.8,51.91,3.74,93.2,73.18900000000001,C,29.6,Yes,Yes,None,Medium,2,5.9
214,S1214,John,Davis,student214@university.com,Male,21,Business,84.13,58.65,75.97,73.87,60.66,0.89,92.22,68.6875,C,18.6,No,Yes,unknown,Medium,10,8.2
215,S1215,Ahmed,Williams,student215@university.com,Female,22,Business,69.64,51.41,82.05,69.71,53.94,4.46,81.24,66.961,C,15.1,No,Yes,Bachelor's,Low,8,5.1
216,S1216,Maria,Brown,student216@university.com,Female,20,CS,69.74,68.53,94.48,56.77,55.33,8.04,63.66,73.247,C,21.0,Yes,Yes,PhD,Low,10,4.7
217,S1217,Ahmed,Smith,student217@university.com,Female,22,Engineering,62.74,44.14,45.51,78.98,50.77,0.99,95.43,52.629,E,20.7,Yes,Yes,unknown,Low,9,8.2
218,S1218,Liam,Brown,student218@university.com,Male,23,CS,57.84,82.08,59.86,75.26977360574269,71.06,2.76,58.92,64.30948868028713,D,29.7,No,Yes,Master's,Low,9,5.2
219,S1219,Omar,Smith,student219@university.com,Female,19,Engineering,76.1496214988645,71.1,82.54,83.78,58.93,3.73,52.18,68.88650000000001,C,22.7,No,Yes,Master's,Low,1,4.2
220,S1220,John,Jones,student220@university.com,Male,23,Engineering,54.66,69.78,97.5,69.69,92.78,1.04,89.83,82.73400000000001,B,12.7,No,Yes,None,Low,9,5.9
221,S1221,John,Johnson,student221@university.com,Male,18,Business,96.89,58.03,98.85,56.88,87.5,7.62,78.18,77.74950000000001,B,9.7,No,Yes,PhD,High,8,8.1
222,S1222,Emma,Jones,student222@university.com,Male,19,Business,91.33,94.28,78.29,74.97,78.66,7.87,62.32,76.242,B,24.8,Yes,Yes,unknown,Low,8,6.2
223,S1223,Maria,Jones,student223@university.com,Female,22,Engineering,92.88,45.43,51.62,94.52,74.45,8.36,83.54,57.1255,D,9.5,No,No,None,Medium,3,6.4
224,S1224,Sara,Brown,student224@university.com,Female,24,CS,95.33,92.19,47.15,73.44,62.79,5.84,88.34,65.4015,C,20.7,Yes,Yes,PhD,Medium,8,4.2
225,S1225,Sara,Johnson,student225@university.com,Female,24,Business,70.43,62.6,96.76,59.78,73.75,5.07,92.23,78.80600000000001,B,8.3,No,Yes,Master's,Medium,2,7.6
226,S1226,Ahmed,Smith,student226@university.com,Male,22,CS,92.34,92.84,66.04,54.65,82.06,2.63,64.11,70.3125,C,23.0,Yes,Yes,unknown,Low,2,5.7
227,S1227,Emma,Smith,student227@university.com,Female,23,Engineering,76.1496214988645,83.73,51.69,97.2,89.11,6.55,51.28,63.399,D,24.6,No,No,None,Medium,4,7.6
228,S1228,Ali,Davis,student228@university.com,Male,22,CS,51.08,46.25,96.03,87.15,54.08,4.45,75.5,71.28750000000001,C,29.8,No,Yes,Master's,Medium,7,6.1
229,S1229,Ahmed,Williams,student229@university.com,Male,22,CS,89.24,89.89,46.27,75.26977360574269,85.42,9.71,92.8,67.69148868028714,C,28.9,No,Yes,High School,High,4,6.6
230,S1230,Emma,Davis,student230@university.com,Male,21,Mathematics,53.74,80.93,83.77,64.77,87.14,9.68,60.39,75.2355,B,22.8,No,Yes,None,Low,2,6.9
231,S1231,Maria,Davis,student231@university.com,Male,18,CS,99.43,41.94,77.52,94.76,77.95,9.05,71.06,65.1375,C,11.9,No,Yes,Master's,Medium,5,5.0
232,S1232,Maria,Smith,student232@university.com,Male,24,Engineering,83.74,48.02,45.26,58.88,60.72,3.6,62.82,48.728,F,6.1,No,Yes,unknown,High,8,5.5
233,S1233,Maria,Brown,student233@university.com,Male,21,CS,87.67,78.14,60.32,76.75,76.96,3.68,50.67,62.981,D,18.9,Yes,Yes,Bachelor's,Low,7,6.9
234,S1234,Maria,Jones,student234@university.com,Female,22,Mathematics,62.29,79.76,49.0,85.68,75.14,8.53,94.93,66.004,C,24.1,No,Yes,High School,Medium,7,8.1
235,S1235,Maria,Jones,student235@university.com,Male,20,Business,83.69,84.8,76.27,69.82,73.79,7.29,56.75,71.455,C,5.3,No,Yes,unknown,Low,9,8.8
236,S1236,Emma,Jones,student236@university.com,Female,21,CS,52.16,83.21,68.63,52.0,73.03,7.04,88.34,71.7605,C,18.1,No,Yes,PhD,Low,5,6.6
237,S1237,Emma,Johnson,student237@university.com,Male,22,CS,91.89,79.57,40.26,61.39,55.54,2.8,67.33,54.8595,E,27.1,Yes,Yes,None,High,4,4.4
238,S1238,John,Smith,student238@university.com,Female,24,Engineering,76.1496214988645,85.97,98.54,95.09,59.14,8.33,63.88,81.5755,B,20.9,No,No,unknown,Low,10,8.8
239,S1239,Liam,Brown,student239@university.com,Female,22,CS,84.87,74.51,60.98,75.26977360574269,54.87,5.79,97.05,67.11698868028714,C,22.1,No,Yes,Bachelor's,Medium,9,6.1
240,S1240,Sara,Johnson,student240@university.com,Female,18,Engineering,61.22,55.65,55.49,90.77,62.12,4.47,82.86,59.5115,D,16.9,No,Yes,unknown,Medium,1,4.5
241,S1241,Omar,Williams,student241@university.com,Female,23,CS,53.42,94.74,53.35,77.78,63.17,8.65,84.35,68.316,C,28.6,No,Yes,None,Low,6,8.9
242,S1242,Maria,Brown,student242@university.com,Male,19,CS,74.07,41.09,49.53,97.18,62.25,3.94,87.98,54.5625,E,14.4,Yes,Yes,PhD,High,3,5.4
243,S1243,Ali,Davis,student243@university.com,Male,21,Engineering,58.46,61.99,99.95,74.16572280178838,60.55,6.54,67.05,75.62528614008943,B,14.5,No,Yes,High School,Low,6,7.3
244,S1244,Omar,Brown,student244@university.com,Male,21,CS,86.47,83.73,57.71,75.26977360574269,86.77,4.66,78.18,68.41698868028713,C,17.9,No,No,High School,Low,7,4.7
245,S1245,Emma,Brown,student245@university.com,Male,21,Business,61.88,65.63,64.33,65.91,90.93,5.93,63.51,64.351,D,19.6,No,No,Bachelor's,Low,1,7.6
246,S1246,Ali,Jones,student246@university.com,Female,22,CS,67.12,41.49,92.28,80.08,66.36,0.41,91.73,71.7045,C,18.4,Yes,Yes,None,Medium,6,8.9
247,S1247,Ali,Brown,student247@university.com,Female,18,CS,78.37,43.96,78.51,83.74,65.26,4.61,79.97,65.333,C,25.5,No,Yes,High School,Low,8,8.9
248,S1248,Ali,Davis,student248@university.com,Female,22,Mathematics,64.25,78.92,62.12,74.14574324324325,92.2,5.56,62.17,67.10878716216216,C,25.9,Yes,Yes,Bachelor's,Medium,5,4.6
249,S1249,John,Davis,student249@university.com,Male,22,Engineering,76.1496214988645,97.89,93.9,91.11,81.2,4.93,94.99,89.203,A,8.3,No,Yes,PhD,Medium,5,7.8
250,S1250,Emma,Smith,student250@university.com,Female,23,Business,90.78,73.11,84.98,59.17,64.67,8.47,79.04,73.9745,C,19.9,No,Yes,unknown,Low,7,7.3
251,S1251,Ali,Brown,student251@university.com,Male,20,CS,58.96,70.41,53.67,75.26977360574269,85.68,3.11,74.75,62.76998868028714,D,29.6,No,Yes,Bachelor's,Medium,8,8.0
252,S1252,Maria,Jones,student252@university.com,Female,18,Engineering,54.11,59.1,78.62,84.32,67.23,8.84,51.72,65.36200000000001,C,20.0,No,Yes,Bachelor's,Medium,7,5.7
253,S1253,Ahmed,Brown,student253@university.com,Female,21,Business,66.42,55.4,95.34,75.12164785553047,79.33,4.03,95.49,78.20008239277652,B,22.2,No,Yes,None,High,3,6.0
254,S1254,Ali,Williams,student254@university.com,Female,19,CS,71.22,41.26,69.79,71.99,99.63,6.95,97.61,66.7825,C,26.5,Yes,Yes,Bachelor's,High,6,5.7
255,S1255,John,Williams,student255@university.com,Female,21,Business,77.13,56.38,84.02,98.19,65.08,0.87,78.13,70.8835,C,26.7,No,Yes,PhD,High,9,7.8
256,S1256,Omar,Jones,student256@university.com,Female,22,Engineering,68.62,66.95,98.27,81.29,96.53,2.0,72.13,80.6825,B,5.4,No,No,High School,Low,2,8.0
257,S1257,Emma,Smith,student257@university.com,Male,18,CS,89.5,51.88,81.42,97.45,66.03,7.61,67.98,67.59100000000001,C,11.0,No,Yes,unknown,Medium,9,5.2
258,S1258,Liam,Smith,student258@university.com,Female,24,Engineering,51.97,45.24,46.15,86.12,77.01,0.12,63.4,51.293000000000006,E,26.6,No,Yes,unknown,Medium,3,6.9
259,S1259,John,Davis,student259@university.com,Male,18,Engineering,71.59,83.06,54.67,86.23,73.0,9.69,78.73,66.5385,C,21.7,No,Yes,Master's,Low,3,4.6
260,S1260,Ali,Davis,student260@university.com,Male,18,CS,69.11,93.68,75.71,79.59,89.16,1.91,56.4,75.155,B,20.8,No,Yes,Bachelor's,High,10,4.1
261,S1261,Emma,Johnson,student261@university.com,Male,20,Engineering,82.38,96.21,56.53,57.11,53.05,9.01,95.96,69.6695,C,26.5,Yes,Yes,None,Low,2,7.1
262,S1262,Ahmed,Jones,student262@university.com,Male,21,CS,98.31,77.08,97.45,75.26977360574269,81.36,5.16,58.8,79.22748868028714,B,25.2,No,Yes,PhD,Medium,3,8.2
263,S1263,Ali,Brown,student263@university.com,Male,20,Engineering,75.52,43.17,64.32,62.63,88.03,5.65,87.28,61.829499999999996,D,23.8,Yes,Yes,Master's,Low,7,8.5
264,S1264,John,Jones,student264@university.com,Male,24,Business,99.34,84.45,67.43,99.93,73.61,0.84,65.34,70.28500000000001,C,6.2,No,Yes,unknown,Medium,3,7.1
265,S1265,Sara,Johnson,student265@university.com,Male,24,Engineering,65.11,46.61,82.1,63.35,55.26,3.65,61.3,62.56349999999999,D,24.5,No,Yes,PhD,Medium,1,8.0
266,S1266,Maria,Davis,student266@university.com,Male,23,Mathematics,51.54,80.18,71.45,61.53,62.24,1.56,77.89,69.687,C,10.0,Yes,Yes,PhD,High,4,6.0
267,S1267,Liam,Jones,student267@university.com,Female,19,CS,58.28,86.76,62.93,81.19,83.98,5.26,88.26,72.8215,C,5.7,No,Yes,unknown,Medium,7,8.4
268,S1268,Omar,Jones,student268@university.com,Female,23,Engineering,69.76,83.55,44.6,75.55,94.77,5.51,86.34,65.2085,C,17.3,No,Yes,unknown,Medium,6,7.9
269,S1269,John,Davis,student269@university.com,Male,22,Business,75.36161862527716,97.11,75.79,51.07,71.08,7.1,61.69,73.8635,C,28.6,No,No,None,Medium,10,5.5
270,S1270,Emma,Johnson,student270@university.com,Male,20,Engineering,76.1496214988645,84.29,92.05,56.48,78.02,8.78,66.53,78.93700000000001,B,27.2,No,Yes,PhD,High,3,7.0
271,S1271,Liam,Davis,student271@university.com,Male,20,Engineering,71.63,81.59,81.15,90.55,61.42,4.68,93.44,77.777,B,29.6,Yes,Yes,None,Low,1,4.3
272,S1272,Liam,Smith,student272@university.com,Female,23,CS,66.91,55.7,62.89,74.18,70.61,2.33,86.16,62.89150000000001,D,11.2,No,Yes,PhD,Medium,8,4.7
273,S1273,Liam,Brown,student273@university.com,Female,22,CS,74.88505488474205,95.49,47.66,57.3,66.84,3.34,85.63,65.49699999999999,C,22.4,Yes,Yes,Bachelor's,Low,2,8.7
274,S1274,Ali,Davis,student274@university.com,Male,18,CS,64.81,50.77,88.98,73.26,82.78,8.47,63.45,70.16650000000001,C,6.4,Yes,No,PhD,Medium,5,4.0
275,S1275,Maria,Johnson,student275@university.com,Male,22,Mathematics,94.32,94.29,96.5,62.66,99.23,1.46,89.6,88.7415,A,25.1,No,Yes,None,Low,3,5.0
276,S1276,Ali,Williams,student276@university.com,Female,21,CS,74.88505488474205,58.76,63.3,61.18,90.67,6.27,67.92,62.6375,D,18.1,No,Yes,unknown,Low,4,4.7
277,S1277,Emma,Smith,student277@university.com,Female,23,Business,85.7,47.81,83.72,97.89,59.61,0.13,70.07,66.813,C,29.9,No,Yes,Master's,High,3,7.5
278,S1278,Ali,Williams,student278@university.com,Male,22,Engineering,80.6,89.6,64.65,68.1,78.88,2.46,64.38,69.333,C,11.0,No,Yes,High School,Medium,3,4.5
279,S1279,Sara,Davis,student279@university.com,Male,18,CS,71.36,40.15,70.14,52.32,53.32,5.91,56.07,54.7475,E,24.6,No,Yes,unknown,High,3,4.1
280,S1280,Maria,Smith,student280@university.com,Male,22,Engineering,61.95,89.93,90.19,98.52,62.35,4.56,71.02,80.60050000000001,B,9.3,Yes,Yes,unknown,Medium,10,8.7
281,S1281,Maria,Brown,student281@university.com,Male,20,Business,68.45,55.74,45.01,89.74,58.61,4.94,50.85,50.161500000000004,E,12.2,Yes,Yes,Bachelor's,Medium,8,8.4
282,S1282,Emma,Davis,student282@university.com,Female,19,Business,79.61,93.08,71.82,62.72,66.78,6.61,72.8,73.0625,C,12.4,Yes,Yes,High School,Medium,1,5.8
283,S1283,Omar,Brown,student283@university.com,Female,20,CS,74.88505488474205,81.49,52.88,70.44,83.94,2.35,86.25,66.49549999999999,C,19.4,No,Yes,unknown,Low,2,4.5
284,S1284,Sara,Jones,student284@university.com,Male,24,CS,60.74,79.97,60.39,93.11,74.97,2.81,98.04,71.14750000000001,C,14.1,Yes,Yes,Master's,Low,2,7.4
285,S1285,John,Williams,student285@university.com,Male,19,CS,55.82,61.92,78.67,67.87,96.65,6.84,53.93,68.438,C,16.0,No,Yes,Bachelor's,Medium,9,8.4
286,S1286,Ali,Smith,student286@university.com,Male,24,CS,74.88505488474205,43.56,41.63,78.37,60.64,5.38,64.06,47.4025,F,18.0,No,Yes,Master's,Medium,7,8.9
287,S1287,Ahmed,Brown,student287@university.com,Female,22,Engineering,72.02,89.8,75.63,76.74,68.21,0.15,74.71,74.574,C,6.4,Yes,No,unknown,High,10,4.7
288,S1288,Ali,Johnson,student288@university.com,Male,21,Business,81.26,50.25,57.01,70.06,66.49,6.7,58.52,54.6315,E,21.6,Yes,Yes,PhD,Low,7,7.0
289,S1289,Liam,Brown,student289@university.com,Male,22,CS,74.52,62.34,80.17,81.98,61.8,6.2,55.84,66.618,C,21.2,No,Yes,Bachelor's,Medium,8,6.2
290,S1290,Ali,Johnson,student290@university.com,Male,18,Business,93.63,76.02,48.49,73.66,99.66,0.79,72.62,62.9825,D,29.1,Yes,Yes,High School,Low,2,4.8
291,S1291,John,Davis,student291@university.com,Female,22,Engineering,77.35,68.94,84.15,51.06,69.36,7.48,79.04,72.614,C,8.3,No,Yes,High School,Medium,10,8.0
292,S1292,Ali,Smith,student292@university.com,Male,19,CS,74.04,51.92,78.74,90.72,97.03,5.22,91.01,72.6275,C,5.8,No,Yes,High School,Medium,1,7.9
293,S1293,Sara,Brown,student293@university.com,Female,20,CS,96.23,48.44,98.27,55.66,69.52,2.05,99.89,76.239,B,8.3,Yes,Yes,unknown,Low,6,8.8
294,S1294,Sara,Brown,student294@university.com,Male,21,Business,75.36161862527716,47.39,94.67,73.2,60.2,5.59,88.71,72.98150000000001,C,15.6,Yes,Yes,Master's,Medium,3,4.4
295,S1295,Maria,Smith,student295@university.com,Male,24,Business,55.58,91.78,57.0,79.0,55.96,5.95,61.07,64.749,D,10.3,Yes,Yes,PhD,Medium,2,5.2
296,S1296,Emma,Brown,student296@university.com,Male,22,Engineering,58.89,41.89,41.64,85.28,92.78,9.2,87.4,54.24050000000001,E,10.4,No,Yes,Master's,Medium,3,8.1
